Timestamp,"Generation, Active Gross Power (MW)","Generation, Reactive Gross Power (MVAR)","OEC, Exhaust Pressure Turbine CW (Bara)","OEC, Exhaust Pressure Turbine CCW (Bara)",Ambient Temp (C),"Spesific Steam - Brine, Consumption (kg/MW)","Steam, Main Steam Press (barg)","Steam, Main Steam Temp (C)","Brine, Brine Header Press (barg)","Brine, Brine Header Temp (C)","IJN-6-1, WHP (barg)","IJN-6-1, Valve Open (%)","IJN-6-1, 2 Phase Line Press (barg)","IJN-6-1, 2 Phase Line Temp (C)","IJN-6-2, WHP (barg)","IJN-6-2, Valve Open (%)","IJN-6-2, 2 Phase Line Press (barg)","IJN-6-2, 2 Phase Line Temp (C)","IJN-6-3, WHP (barg)","IJN-6-3, Valve Open (%)","IJN-6-3, 2 Phase Line Press (barg)","IJN-6-3, 2 Phase Line Temp (C)","IJN-6-4, WHP (barg)","IJN-6-4, Valve Open (%)","IJN-6-4, 2 Phase Line Press (barg)","IJN-6-4, 2 Phase Line Temp (C)","Pad 6, Separator Temp (C)","Pad 6, Separator Pressure (barg)","Pad 6, Steam Flow (kg/s)","IJN-8-1, WHP (barg)","IJN-8-1, Valve Open (%)","IJN-8-1, 2 Phase Line Press (barg)","IJN-8-1, 2 Phase Line Temp (C)","IJN-8-2, WHP (barg)","IJN-8-2, Valve Open (%)","IJN-8-2, 2 Phase Line Press (barg)","IJN-8-2, 2 Phase Line Temp (C)","Pad 8, Separator Temp (C)","Pad 8, Separator Pressure (barg)","Pad 8, Separator Temp (kg/s)","Pad 6 & Pad 8, Main Steam Flowrate (kg/s)","Pad 6 & Pad 8, Brine Flowrate (kg/s)","Pad 6 & Pad 8, Total Flowrate (kg/s)","IJN-5-1, Injection Press (Bara)","IJN-5-1, Injection Flow (kg/s)","IJN-5-1, Injection Temp (C)","IJN-5-1, Valve Open (%)","IJN-5-1, WHP (barg)","DUPE, IGNORE (1)","DUPE, IGNORE(2)","Header Reinjection Pump, Temperature (C)","Header Reinjection Pump, Pressure (Bara)","Brine Bypass Pre-heater, Opening CV-A (%)","Brine Bypass Pre-heater, Opening CV-B (%)","Preheater, Outlet Temp (C)","Separator IJN-6, Opening Brine Dump Valve A (%)","Separator IJN-6, Opening Brine Dump Valve B (%)","Separator IJN-8, Opening Brine Dump Valve A (%)","Separator IJN-8, Opening Brine Dump Valve B (%)","Rock Muffler, Opening Steam Dump Valve A (%)","Rock Muffler, Opening Steam Dump Valve B (%)",Source DGR,Delta Pressure_Barg
20-06-2025 0200H,35.294,3.427,0.77,0.779,15.129,3.888,12.784,193.248,15.664,193.798,29.728,19.51,13.968,198.131,31.993,11.57,13.711,195.852,18.384,44.984,14.087,196.077,18.848,44.988,14.006,197.596,194.991,13.247,46.193,1.399,9.973,0.0,81.01,21.666,52.281,13.459,191.378,194.748,13.125,3.83,50.341,86.884,137.225,11.154,131.008,95.27,15.846,6.698,,,84.805,14.111,0.964,0.205,92.677,0.106,0.187,0.068,0.084,1.936,0.396,Daily Generation Report_2025.06.20.xlsx,1.557
20-06-2025 0300H,35.295,3.804,0.768,0.778,15.182,3.868,12.789,193.268,15.646,193.863,29.398,19.129,13.967,198.125,32.004,10.665,13.716,195.884,18.369,45.041,14.089,196.085,18.895,45.043,14.011,197.587,195.014,13.254,46.17,1.326,9.97,0.0,80.932,21.668,52.169,13.469,191.398,194.758,13.131,3.628,50.637,85.899,136.536,11.404,130.424,94.623,14.922,6.493,,,84.143,14.098,0.944,0.205,92.502,0.106,0.185,0.068,0.084,1.716,0.395,Daily Generation Report_2025.06.20.xlsx,1.547
20-06-2025 0400H,35.295,5.735,0.758,0.769,15.297,3.841,12.787,193.268,15.643,193.844,29.153,19.024,13.959,198.096,32.013,10.149,13.711,195.855,18.344,45.041,14.082,196.058,18.914,45.044,14.005,197.573,195.009,13.251,46.023,1.284,9.97,0.0,80.858,21.664,52.338,13.466,191.377,194.749,13.128,3.391,49.997,85.559,135.557,11.215,130.156,94.51,14.922,6.323,,,84.127,14.08,0.94,0.204,92.414,0.106,0.18,0.068,0.084,1.664,0.394,Daily Generation Report_2025.06.20.xlsx,1.562
20-06-2025 0500H,35.251,6.817,0.757,0.766,15.261,3.841,12.783,193.251,15.661,193.819,28.949,19.018,13.943,198.059,32.013,10.148,13.702,195.832,18.36,45.04,14.077,196.047,18.904,45.042,13.996,197.544,194.987,13.244,45.975,1.254,9.966,0.0,80.767,21.657,52.263,13.458,191.366,194.733,13.124,3.453,49.871,85.53,135.401,11.117,130.22,94.577,14.922,6.209,,,84.034,14.083,0.94,0.203,92.533,0.106,0.186,0.068,0.084,1.65,0.393,Daily Generation Report_2025.06.20.xlsx,1.577
20-06-2025 0600H,35.176,6.766,0.756,0.765,15.616,3.889,12.759,193.178,15.634,193.825,28.766,19.017,13.911,197.972,32.015,10.146,13.674,195.779,18.337,45.04,14.045,195.979,18.896,45.044,13.97,197.463,194.911,13.218,45.926,1.225,9.966,0.0,80.708,21.655,52.198,13.436,191.371,194.665,13.1,3.402,51.557,85.258,136.816,11.028,130.089,94.705,14.922,6.129,,,83.851,14.048,0.935,0.206,92.641,0.106,0.181,0.068,0.084,1.5,0.396,Daily Generation Report_2025.06.20.xlsx,1.584
20-06-2025 0700H,35.13,6.637,0.77,0.777,16.406,3.902,12.731,193.072,15.628,193.782,28.621,19.033,13.892,197.874,32.027,10.132,13.65,195.699,18.343,45.021,14.006,195.914,18.909,45.055,13.949,197.382,194.816,13.193,45.926,1.206,9.972,0.0,80.745,21.668,52.693,13.421,191.322,194.572,13.074,3.579,51.185,85.895,137.08,11.064,130.469,94.57,14.923,6.13,,,83.936,14.059,0.917,0.213,92.564,0.108,0.155,0.07,0.085,1.441,0.402,Daily Generation Report_2025.06.20.xlsx,1.568
20-06-2025 0800H,34.935,6.446,0.807,0.808,17.432,3.878,12.679,192.9,15.643,193.66,28.501,19.496,13.867,197.719,32.047,10.111,13.613,195.561,18.366,45.004,13.951,195.819,18.906,45.074,13.908,197.267,194.658,13.147,46.044,1.234,9.975,0.0,80.89,21.686,52.958,13.392,191.237,194.411,13.024,3.761,49.963,85.523,135.486,11.031,130.57,94.73,14.925,6.086,,,84.157,14.084,0.89,0.211,92.66,0.11,0.124,0.072,0.088,1.126,0.402,Daily Generation Report_2025.06.20.xlsx,1.557
20-06-2025 0900H,34.929,6.052,0.821,0.821,18.005,3.84,12.671,192.867,15.487,193.612,28.279,20.706,13.885,197.711,32.066,10.095,13.619,195.529,18.378,45.008,13.946,195.828,18.893,45.151,13.907,197.266,194.635,13.144,46.205,1.295,9.978,0.0,81.071,21.687,53.107,13.398,191.239,194.367,13.016,3.695,48.948,85.195,134.143,10.41,130.619,94.906,13.198,6.038,,,84.359,13.88,0.903,0.2,93.031,0.111,0.111,0.074,0.09,1.074,0.394,Daily Generation Report_2025.06.20.xlsx,1.609
20-06-2025 1000H,35.178,6.01,0.817,0.829,18.433,3.921,12.726,193.03,15.704,193.762,27.925,21.1,13.971,197.929,32.079,10.083,13.693,195.722,18.382,45.006,14.007,196.019,18.901,45.642,13.98,197.403,194.817,13.208,46.42,1.288,9.98,0.0,81.267,21.682,54.03,13.471,191.449,194.546,13.076,3.666,50.988,86.942,137.93,10.22,132.131,95.028,12.943,6.187,,,84.565,14.045,0.843,0.193,93.389,0.112,0.11,0.075,0.091,1.323,0.389,Daily Generation Report_2025.06.20.xlsx,1.661
20-06-2025 1100H,35.113,5.368,0.819,0.835,18.491,4.068,12.719,193.022,16.297,193.775,27.426,20.4,13.976,197.841,32.094,10.077,13.688,195.751,18.433,45.003,14.008,196.056,18.919,46.068,13.978,197.405,194.77,13.191,45.833,1.248,9.983,0.0,81.471,21.608,54.793,13.474,191.507,194.55,13.07,3.659,51.389,91.442,142.831,11.123,134.957,95.621,14.848,6.634,,,84.93,14.59,0.753,0.181,93.658,0.113,0.111,0.369,0.091,1.355,0.385,Daily Generation Report_2025.06.20.xlsx,1.707
20-06-2025 1200H,35.057,4.858,0.815,0.83,18.342,4.047,12.677,192.882,16.276,193.753,27.49,20.071,13.934,197.694,32.096,10.077,13.644,195.614,18.445,45.001,13.971,195.95,18.802,46.068,13.929,197.327,194.63,13.147,45.773,1.166,9.982,0.0,81.637,21.48,55.226,13.426,191.388,194.407,13.025,3.601,50.752,91.131,141.883,11.307,134.564,95.914,15.277,6.71,,,85.041,14.569,0.753,0.178,93.656,0.113,0.11,0.369,0.091,1.284,0.382,Daily Generation Report_2025.06.20.xlsx,1.705
20-06-2025 1300H,35.068,5.83,0.821,0.838,18.819,3.997,12.65,192.784,15.972,193.667,27.76,20.073,13.912,197.702,32.074,10.078,13.624,195.509,18.398,44.999,13.945,195.877,18.674,46.068,13.906,197.217,194.58,13.132,46.411,0.962,9.98,0.0,81.778,21.422,55.773,13.4,191.323,194.326,13.001,3.497,52.813,87.337,140.15,10.88,132.352,95.669,15.277,6.427,,,84.973,14.309,0.756,0.184,93.551,0.112,0.11,0.075,0.09,1.168,0.383,Daily Generation Report_2025.06.20.xlsx,1.662
20-06-2025 1400H,34.965,6.452,0.827,0.845,19.064,3.948,12.651,192.805,15.885,193.581,27.596,20.074,13.904,197.699,32.072,10.08,13.621,195.493,18.407,44.998,13.934,195.869,18.689,46.068,13.898,197.113,194.595,13.131,46.427,0.738,9.98,0.0,81.91,21.404,55.698,13.397,191.322,194.347,13.002,3.502,51.712,86.345,138.056,10.688,131.599,95.592,15.277,6.274,,,84.775,14.214,0.76,0.182,93.501,0.112,0.11,0.075,0.09,1.072,0.381,Daily Generation Report_2025.06.20.xlsx,1.669
20-06-2025 1500H,34.703,5.592,0.815,0.833,18.821,4.062,12.658,192.807,16.303,193.572,27.105,20.083,13.878,197.54,32.05,10.082,13.599,195.43,18.422,45.002,13.913,195.794,18.713,46.07,13.874,196.947,194.515,13.113,45.262,0.485,9.979,0.0,82.001,21.382,55.152,13.392,191.272,194.321,13.003,3.537,48.457,92.523,140.979,11.399,134.82,95.633,15.228,6.611,,,84.889,14.539,0.773,0.18,93.92,0.111,0.11,0.16,0.09,0.906,0.381,Daily Generation Report_2025.06.20.xlsx,1.762
20-06-2025 1600H,34.702,4.932,0.806,0.823,18.568,4.075,12.645,192.759,16.31,193.599,27.232,20.097,13.851,197.474,32.014,10.088,13.575,195.385,18.405,45.006,13.896,195.745,18.692,46.062,13.854,196.885,194.453,13.094,45.001,0.176,9.974,0.0,82.046,21.356,53.989,13.37,191.224,194.265,12.989,3.422,47.942,93.459,141.401,12.028,135.341,95.984,14.975,6.759,,,84.752,14.543,0.791,0.183,94.005,0.11,0.112,0.159,0.088,0.806,0.382,Daily Generation Report_2025.06.20.xlsx,1.766
20-06-2025 1700H,34.694,6.348,0.804,0.818,18.475,3.991,12.613,192.661,15.968,193.604,27.188,20.107,13.807,197.428,32.023,10.092,13.541,195.317,18.371,45.006,13.867,195.667,18.664,46.047,13.825,196.8,194.38,13.067,45.392,0.024,9.972,0.0,82.062,21.336,53.247,13.333,191.148,194.178,12.959,3.304,48.752,89.725,138.477,11.915,132.938,95.998,14.77,6.488,,,84.517,14.258,0.801,0.185,93.712,0.109,0.118,0.071,0.087,0.869,0.382,Daily Generation Report_2025.06.20.xlsx,1.708
20-06-2025 1800H,34.69,7.077,0.802,0.813,18.389,4.067,12.62,192.691,16.231,193.479,27.188,20.662,13.806,197.428,32.03,10.093,13.541,195.348,18.398,45.005,13.871,195.67,18.682,46.043,13.83,196.815,194.391,13.068,45.164,0.022,9.974,0.0,82.06,21.33,53.269,13.335,191.128,194.198,12.966,3.288,48.872,92.223,141.095,12.221,134.442,95.955,14.769,6.661,,,84.726,14.47,0.805,0.188,93.877,0.108,0.122,0.73,0.087,0.96,0.381,Daily Generation Report_2025.06.20.xlsx,1.759
20-06-2025 1900H,34.954,6.636,0.8,0.811,17.821,3.98,12.652,192.797,16.173,193.524,27.683,21.626,13.851,197.605,32.031,10.094,13.581,195.457,18.377,45.002,13.909,195.749,18.672,46.043,13.867,196.943,194.532,13.111,45.724,0.025,9.97,0.0,82.055,21.321,53.179,13.364,191.184,194.305,12.998,3.509,49.271,89.849,139.12,12.055,133.204,96.398,14.768,6.574,,,84.21,14.42,0.803,0.189,93.622,0.108,0.126,0.73,0.086,0.966,0.379,Daily Generation Report_2025.06.20.xlsx,1.751
20-06-2025 2000H,34.534,5.932,0.808,0.822,16.919,4.021,12.572,192.53,16.089,193.517,27.009,22.041,13.746,197.282,32.04,10.098,13.487,195.17,18.354,44.998,13.824,195.488,18.642,46.046,13.779,196.633,194.232,13.019,45.351,0.027,9.968,0.0,82.016,21.312,53.181,13.286,190.927,194.037,12.919,3.545,48.476,90.396,138.872,11.969,133.037,95.827,14.767,6.449,,,83.932,14.325,0.805,0.189,93.727,0.108,0.134,1.055,0.086,0.862,0.378,Daily Generation Report_2025.06.20.xlsx,1.763
20-06-2025 2100H,34.343,4.753,0.855,0.867,16.994,4.15,12.49,192.247,16.285,193.325,27.012,22.045,13.669,197.019,32.051,10.103,13.408,194.924,18.38,44.994,13.753,195.248,18.661,46.047,13.707,196.39,193.939,12.932,45.39,0.028,9.973,0.0,81.929,21.302,53.257,13.208,190.622,193.753,12.84,3.3,49.523,92.992,142.515,12.365,134.723,96.112,14.766,6.709,,,84.035,14.468,0.812,0.188,94.313,0.107,0.141,1.055,0.085,0.825,0.376,Daily Generation Report_2025.06.20.xlsx,1.815
20-06-2025 2200H,34.393,5.397,0.881,0.89,17.348,4.118,12.49,192.247,16.114,193.175,27.158,22.043,13.671,197.065,32.059,10.106,13.41,194.918,18.309,44.994,13.749,195.196,18.639,46.046,13.707,196.431,193.965,12.938,45.74,0.03,9.973,0.0,81.828,21.288,53.264,13.208,190.583,193.758,12.841,3.24,50.77,90.851,141.62,11.524,133.399,96.481,15.549,6.627,,,83.987,14.316,0.814,0.188,94.332,0.107,0.144,0.069,0.085,0.825,0.375,Daily Generation Report_2025.06.20.xlsx,1.797
20-06-2025 2300H,34.42,6.213,0.85,0.857,17.33,4.15,12.496,192.27,16.028,193.221,27.088,22.041,13.672,197.029,32.067,10.107,13.407,194.902,18.298,44.994,13.742,195.175,18.593,46.049,13.703,196.412,193.95,12.936,45.181,0.033,9.97,0.0,81.739,21.28,53.271,13.213,190.574,193.772,12.845,3.233,49.376,93.469,142.845,10.928,134.82,96.736,16.528,6.78,,,83.594,14.175,0.813,0.19,94.164,0.107,0.141,0.07,0.085,0.817,0.377,Daily Generation Report_2025.06.20.xlsx,1.852
21-06-2025 0000H,34.973,5.442,0.78,0.795,16.758,4.094,12.495,192.264,16.146,193.315,27.409,22.037,13.677,197.139,32.088,10.107,13.414,194.948,18.346,44.992,13.752,195.237,18.587,46.049,13.709,196.446,194.006,12.947,45.904,0.037,9.969,0.0,81.654,21.276,53.272,13.215,190.548,193.778,12.846,3.201,49.715,93.449,143.164,10.909,135.773,96.487,16.723,6.862,,,84.098,14.229,0.807,0.193,97.122,0.108,0.14,0.07,0.085,0.806,0.379,Daily Generation Report_2025.06.20.xlsx,1.914
21-06-2025 0100H,34.41,5.452,0.843,0.847,16.837,4.168,12.585,192.569,16.023,193.326,27.054,22.04,13.749,197.276,32.1,10.107,13.489,195.138,18.336,44.993,13.826,195.387,18.615,46.001,13.781,196.639,194.245,13.024,44.926,0.048,9.97,0.0,81.54,21.282,53.168,13.293,190.771,194.076,12.93,3.509,49.903,93.508,143.411,10.563,134.501,95.684,16.723,6.573,,,83.13,14.134,0.816,0.189,93.416,0.107,0.148,0.069,0.085,0.966,0.373,Daily Generation Report_2025.06.21.xlsx,1.888
21-06-2025 0200H,34.429,5.554,0.807,0.813,16.265,4.154,12.626,192.716,16.01,193.456,27.089,22.042,13.778,197.38,32.105,10.11,13.52,195.225,18.33,44.993,13.854,195.465,18.61,45.503,13.806,196.78,194.374,13.061,44.683,0.048,9.967,0.0,81.416,21.279,53.025,13.328,190.891,194.213,12.969,3.621,49.367,93.665,143.032,10.537,134.335,96.275,16.723,6.551,,,82.876,14.099,0.822,0.191,93.57,0.107,0.156,0.069,0.084,0.93,0.372,Daily Generation Report_2025.06.21.xlsx,1.91
21-06-2025 0300H,34.507,5.452,0.775,0.79,16.028,4.131,12.601,192.622,15.975,193.481,27.093,22.041,13.753,197.296,32.115,10.11,13.494,195.111,18.335,44.992,13.825,195.375,18.624,45.054,13.778,196.672,194.277,13.034,44.592,0.045,9.969,0.0,81.318,21.283,53.093,13.306,190.828,194.113,12.944,3.606,49.26,93.293,142.553,10.44,133.797,95.541,16.723,6.477,,,83.133,14.074,0.818,0.194,93.753,0.107,0.154,0.502,0.084,0.883,0.372,Daily Generation Report_2025.06.21.xlsx,1.9
21-06-2025 0400H,34.481,6.324,0.823,0.829,16.309,4.201,12.538,192.41,16.104,193.329,27.062,22.382,13.719,197.176,32.108,10.61,13.453,194.975,18.354,45.338,13.794,195.296,18.705,45.383,13.746,196.532,194.093,12.979,45.038,0.045,9.971,0.0,81.234,21.286,53.943,13.25,190.645,193.911,12.885,3.446,50.065,94.777,144.842,10.748,135.535,96.061,16.723,6.691,,,83.321,14.154,0.816,0.192,94.055,0.107,0.152,0.502,0.084,0.861,0.372,Daily Generation Report_2025.06.21.xlsx,1.948
21-06-2025 0500H,34.712,6.107,0.839,0.84,16.211,4.185,12.67,192.843,16.167,193.522,26.929,23.25,13.87,197.655,32.1,11.542,13.598,195.425,18.291,45.855,13.935,195.691,18.73,45.873,13.888,196.933,194.544,13.119,45.338,0.041,9.969,0.0,81.118,21.275,54.563,13.371,190.952,194.341,13.015,3.555,50.398,94.877,145.274,10.884,135.849,96.514,16.723,6.812,,,83.552,14.184,0.824,0.19,94.458,0.106,0.158,0.604,0.084,1.221,0.372,Daily Generation Report_2025.06.21.xlsx,1.981
21-06-2025 0600H,35.017,5.036,0.797,0.801,15.947,4.117,12.786,193.263,16.156,193.897,26.644,24.025,13.985,198.058,32.104,11.782,13.709,195.813,18.17,46.025,14.031,195.988,18.653,46.038,13.992,197.221,194.957,13.236,45.167,0.039,9.97,0.0,81.003,21.279,53.601,13.481,191.336,194.748,13.127,3.534,49.674,94.501,144.174,10.817,135.362,96.365,16.723,6.769,,,83.26,14.157,0.822,0.195,93.757,0.106,0.158,0.604,0.084,1.51,0.373,Daily Generation Report_2025.06.21.xlsx,1.997
21-06-2025 0700H,34.981,6.081,0.797,0.797,16.85,4.147,12.742,193.13,16.295,193.987,26.563,24.182,13.955,197.962,32.109,10.85,13.672,195.748,18.173,46.03,13.978,195.927,18.626,46.045,13.959,197.116,194.835,13.194,45.214,0.048,9.971,0.0,80.99,21.313,53.481,13.45,191.339,194.62,13.085,3.453,49.362,95.7,145.063,11.021,136.915,96.68,16.724,6.915,,,82.579,14.251,0.795,0.201,93.742,0.108,0.138,0.564,0.086,1.175,0.379,Daily Generation Report_2025.06.21.xlsx,2.042
21-06-2025 0800H,34.428,7.536,0.853,0.871,18.806,4.239,12.649,192.789,16.487,193.835,26.033,23.993,13.872,197.594,32.13,10.303,13.584,195.445,18.209,46.036,13.874,195.696,18.658,46.061,13.874,196.819,194.475,13.095,44.864,0.063,9.976,0.0,81.111,21.347,54.763,13.375,191.106,194.278,12.992,3.489,48.561,97.362,145.923,11.593,137.793,96.09,16.158,7.002,,,83.338,14.431,0.751,0.205,94.624,0.111,0.116,1.246,0.089,0.822,0.384,Daily Generation Report_2025.06.21.xlsx,2.054
21-06-2025 0900H,34.672,7.608,0.891,0.923,19.977,4.195,12.663,192.835,16.63,193.7,26.398,25.197,13.951,197.802,32.147,11.25,13.635,195.564,18.23,46.037,13.925,195.802,18.687,46.074,13.914,196.966,194.578,13.132,45.858,0.079,9.978,0.0,81.353,21.362,54.876,13.402,191.232,194.327,13.009,3.472,52.034,93.427,145.461,12.138,135.71,96.463,15.183,6.844,,,83.424,14.628,0.701,0.179,93.99,0.113,0.111,2.269,0.092,0.986,0.378,Daily Generation Report_2025.06.21.xlsx,2.0
21-06-2025 1000H,34.765,6.715,0.867,0.891,19.878,4.319,12.698,192.949,16.862,193.786,26.219,26.12,14.017,197.968,32.151,12.0,13.681,195.701,18.241,46.036,13.978,195.931,18.662,46.073,13.95,197.095,194.688,13.166,45.761,0.069,9.979,0.0,81.596,21.355,54.689,13.435,191.392,194.436,13.04,3.463,54.541,95.598,150.138,12.587,136.862,96.806,14.913,6.956,,,83.413,14.797,0.803,0.158,94.311,0.113,0.111,3.862,0.092,1.179,0.369,Daily Generation Report_2025.06.21.xlsx,2.064
21-06-2025 1100H,33.87,5.391,0.864,0.896,20.026,4.565,12.604,192.629,16.949,193.784,24.656,24.735,13.828,197.341,32.155,12.05,13.529,195.249,18.246,46.037,13.837,195.567,18.632,46.075,13.806,196.639,194.223,13.023,43.599,0.046,9.981,0.0,81.705,21.337,55.049,13.331,191.086,194.087,12.938,3.313,49.11,105.52,154.631,12.417,140.68,96.629,15.874,7.436,,,83.41,14.801,0.967,0.178,94.563,0.112,0.11,5.084,0.09,0.917,0.366,Daily Generation Report_2025.06.21.xlsx,2.146
21-06-2025 1200H,34.083,4.945,0.917,0.963,20.584,4.821,12.607,192.639,17.082,193.734,24.099,25.392,13.853,197.394,32.452,15.159,13.588,195.371,18.242,46.038,13.871,195.679,18.676,46.075,13.843,196.758,194.213,13.022,43.395,0.046,9.981,0.0,81.766,21.33,54.957,13.332,191.022,194.094,12.942,3.284,46.505,117.822,164.327,12.11,149.041,96.265,19.695,8.555,,,82.871,14.714,0.985,0.193,94.37,0.112,0.11,5.969,0.09,0.988,0.368,Daily Generation Report_2025.06.21.xlsx,2.367
21-06-2025 1300H,35.113,6.276,0.959,1.006,20.661,5.04,12.777,193.19,17.156,194.189,25.136,27.561,14.155,198.35,32.325,17.739,13.864,196.144,18.157,46.037,14.103,196.331,18.625,46.074,14.088,197.487,194.882,13.231,44.908,0.048,9.977,0.0,81.818,21.327,53.88,13.497,191.439,194.681,13.115,3.537,52.794,124.191,176.985,11.925,155.08,96.861,23.642,9.499,,,83.686,14.577,0.955,0.171,95.621,0.113,0.11,4.511,0.09,1.547,0.368,Daily Generation Report_2025.06.21.xlsx,2.577
21-06-2025 1400H,35.142,6.984,0.953,0.996,20.375,4.982,12.759,193.15,16.825,194.29,25.947,28.711,14.152,198.412,31.828,16.624,13.813,195.899,18.353,42.855,14.023,196.036,18.587,44.553,14.015,197.328,194.841,13.21,44.841,0.046,9.976,0.0,81.812,21.333,53.423,13.477,191.409,194.644,13.096,3.509,54.27,120.814,175.084,11.453,151.737,97.952,24.591,9.428,,,79.774,14.349,0.962,0.151,95.258,0.112,0.11,1.359,0.09,1.433,0.365,Daily Generation Report_2025.06.21.xlsx,2.475
21-06-2025 1500H,34.9,5.727,0.927,0.97,19.931,4.846,12.586,192.579,16.64,193.854,26.155,30.206,14.002,197.973,31.749,17.867,13.623,195.241,18.328,39.74,13.812,195.249,18.777,43.541,13.818,196.738,194.232,13.021,44.586,0.046,9.975,0.0,81.765,21.328,54.991,13.314,190.947,194.072,12.928,3.276,49.107,120.031,169.138,11.235,150.555,96.869,24.591,9.245,,,75.016,14.177,0.996,0.164,94.826,0.111,0.11,0.08,0.089,0.899,0.362,Daily Generation Report_2025.06.21.xlsx,2.461
21-06-2025 1600H,35.328,4.454,0.926,0.97,19.44,4.933,12.612,192.619,17.045,193.825,25.916,31.531,14.079,198.217,31.613,19.75,13.696,195.443,18.731,40.405,13.91,195.514,19.047,44.056,13.914,197.036,194.287,13.052,44.816,0.043,9.972,0.0,81.654,21.29,56.116,13.334,190.907,194.131,12.955,3.305,49.194,125.073,174.267,11.919,154.745,97.171,24.59,9.818,,,79.203,14.43,1.018,0.178,95.271,0.11,0.116,5.108,0.088,0.918,0.362,Daily Generation Report_2025.06.21.xlsx,2.614
21-06-2025 1700H,35.848,4.479,0.931,0.969,18.733,4.928,12.867,193.522,17.298,194.426,26.182,31.812,14.366,199.206,31.392,19.653,13.992,196.417,19.55,41.006,14.223,196.615,19.062,44.058,14.205,198.071,195.252,13.33,45.605,0.037,9.97,0.0,81.481,21.259,53.218,13.563,191.583,195.072,13.207,3.961,53.152,123.503,176.655,12.266,156.09,97.852,25.162,10.222,,,83.14,14.638,1.033,0.186,95.331,0.108,0.128,5.516,1.986,2.924,0.364,Daily Generation Report_2025.06.21.xlsx,2.658
21-06-2025 1800H,35.989,4.591,0.92,0.954,18.167,4.899,13.032,194.12,17.263,194.826,26.725,30.859,14.525,199.772,31.112,18.773,14.148,197.024,19.257,41.013,14.355,197.016,19.039,43.196,14.337,198.56,195.854,13.499,45.598,0.033,9.971,0.0,81.3,21.287,49.338,13.713,192.072,195.696,13.368,4.452,54.594,121.72,176.315,12.204,156.058,97.433,26.145,10.319,,,82.651,14.598,1.043,0.188,95.129,0.107,0.139,0.478,1.986,3.572,0.366,Daily Generation Report_2025.06.21.xlsx,2.664
21-06-2025 1900H,35.628,3.673,0.914,0.948,18.224,4.7,12.882,193.591,16.789,194.745,26.96,29.879,14.368,199.3,30.906,17.991,13.987,196.566,18.989,41.014,14.191,196.505,19.17,42.206,14.177,197.999,195.303,13.337,45.255,0.032,9.971,0.0,81.127,21.331,50.004,13.575,191.675,195.156,13.222,4.025,54.381,113.064,167.445,11.264,149.145,97.222,26.555,9.599,,,81.968,14.345,1.05,0.189,94.335,0.827,0.142,0.07,8.455,1.802,0.367,Daily Generation Report_2025.06.21.xlsx,2.442
21-06-2025 2000H,35.305,3.087,0.919,0.951,18.363,4.324,12.705,192.978,16.384,194.355,27.253,28.877,14.237,198.897,30.91,17.99,13.86,196.123,19.651,41.18,14.096,196.302,19.422,42.078,14.066,197.574,194.76,13.178,46.479,0.038,9.969,0.0,80.952,21.334,51.883,13.416,191.158,194.539,13.056,3.576,53.552,99.098,152.65,10.321,141.037,96.343,24.23,8.428,,,81.588,14.198,1.053,0.192,94.199,2.43,0.141,0.07,21.841,1.467,0.367,Daily Generation Report_2025.06.21.xlsx,2.184
21-06-2025 2100H,35.442,2.808,0.925,0.955,18.609,4.206,12.697,192.956,16.415,194.201,27.543,28.677,14.253,198.946,30.926,18.227,13.879,196.163,19.737,41.643,14.129,196.404,19.516,42.079,14.087,197.723,194.797,13.189,47.35,0.039,9.966,0.0,80.788,21.299,50.156,13.411,191.114,194.522,13.051,3.554,53.5,95.571,149.071,10.826,139.346,95.973,20.466,8.062,,,81.527,14.294,1.046,0.195,94.139,1.71,0.137,0.07,25.739,1.752,0.366,Daily Generation Report_2025.06.21.xlsx,2.122
21-06-2025 2200H,35.334,3.318,0.906,0.939,18.597,4.108,12.635,192.751,16.183,194.37,27.836,29.621,14.193,198.76,30.956,17.539,13.803,195.884,19.318,41.707,14.053,196.101,19.469,41.835,14.01,197.518,194.587,13.124,47.359,0.037,9.969,0.0,80.633,21.283,48.281,13.349,190.949,194.303,12.989,3.396,53.968,91.184,145.152,10.74,134.676,96.178,18.391,7.517,,,80.865,14.216,1.043,0.19,93.657,0.879,0.136,0.07,28.002,1.32,0.364,Daily Generation Report_2025.06.21.xlsx,1.967
21-06-2025 2300H,34.919,4.328,0.873,0.915,18.346,3.948,12.543,192.429,15.906,194.316,27.994,29.986,14.089,198.436,31.13,15.803,13.685,195.444,19.293,41.218,13.938,195.689,19.494,41.319,13.894,197.108,194.244,13.022,47.194,0.031,9.974,0.0,80.464,21.287,48.268,13.261,190.65,193.963,12.899,3.187,53.536,84.338,137.874,10.558,129.187,95.747,16.503,6.673,,,80.688,14.099,1.051,0.19,93.287,2.148,0.137,0.07,32.022,0.833,0.361,Daily Generation Report_2025.06.21.xlsx,1.805
